Timestamp,Sensor-id,Long,lat,Value,Units,User-id
43926,49,-119.8615246,0.161182576,36, cpm,HSS1
43926,49,-119.8615246,0.161182576,41, cpm,HSS1
43926,49,-119.8615246,0.161182576,41, cpm,HSS1
43926,49,-119.8615246,0.161182576,40, cpm,HSS1
43926,49,-119.8615246,0.161182576,37, cpm,HSS1
43926,49,-119.8615246,0.161182576,46, cpm,HSS1
43926,49,-119.8615246,0.161182576,43, cpm,HSS1
43926,49,-119.8615246,0.161182576,35, cpm,HSS1
43926,49,-119.8615246,0.161182576,37, cpm,HSS1
43926,49,-119.8615246,0.161182576,38, cpm,HSS1
43926,49,-119.8615246,0.161182576,40, cpm,HSS1
43926,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,35, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,35, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,38, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,39, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,35, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,44, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,39, cpm,HSS1
43926.00069,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,39, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,50, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,47, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,39, cpm,HSS1
43926.00139,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,37, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,37, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,38, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00208,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,45, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,46, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,41, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,45, cpm,HSS1
43926.00278,49,-119.8615246,0.161182576,46, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,37, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,37, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,36, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,37, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,36, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,36, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,48, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00347,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,44, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,44, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,43, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,42, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,40, cpm,HSS1
43926.00417,49,-119.8615246,0.161182576,45, cpm,HSS1
